id,origen,destino,tiempoViaje,capacidad,distancia
R1505,SITP693A00,SITP180A00,1,2000,282
R1506,SITP008A00,SITP071A07,1,2000,345
R1507,SITP071A07,SITP033A00,1,2000,184
R1508,SITP033A00,SITP128A00,1,2000,521
R1509,SITP128A00,SITP587A08,1,2000,356
R1510,SITP587A08,SITP325A10,1,2000,321
R1511,SITP325A10,SITP025A10,1,2000,417
R1512,SITP025A10,SITP023A10,1,2000,711
R1513,SITP319B10,SITP320A10,1,2000,525
R1514,SITP320A10,SITP261A10,1,2000,507
R1515,SITP261A10,SITP005B10,1,2000,313
R1516,SITP005B10,SITP091B10,1,2000,425
R1517,SITP091B10,SITP034A10,1,2000,258
R1518,SITP034A10,SITP008A10,1,2000,230
R1519,SITP012A10,SITP316B10,1,2000,208
R1520,SITP316B10,SITP316A10,1,2000,57
R1521,SITP316A10,SITP013A10,1,2000,35
R1522,SITP014A10,SITP015A10,1,2000,42
R1523,SITP015A10,SITP073A10,1,2000,337
R1524,SITP073A10,SITP074A10,1,2000,122
R1525,SITP074A10,SITP071C10,1,2000,211
R1526,SITP071C10,SITP313A10,1,2000,200
R1527,SITP313A10,SITP315A10,1,2000,130
R1528,SITP315A10,SITP071C10,1,2000,324
R1529,SITP071C10,SITP090B10,1,2000,160
R1530,SITP090B10,SITP089B10,1,2000,183
R1531,SITP089B10,SITP030B10,1,2000,80
R1532,SITP030B10,SITP030A11,1,2000,550
R1533,SITP030A11,SITP030B11,1,2000,15
R1534,SITP030B11,SITP061B11,1,2000,766
R1535,SITP061B11,SITP061A11,1,2000,28
R1536,SITP061A11,SITP090A11,1,2000,238
R1537,SITP090A11,SITP312B11,1,2000,252
R1538,SITP312B11,SITP416A11,1,2000,240
R1539,SITP416A11,SITP310A11,1,2000,353
R1540,SITP310A11,SITP195A11,1,2000,260
R1541,SITP195A11,SITP194A11,1,2000,21
R1542,SITP194A11,SITP190A11,1,2000,420
R1543,SITP190A11,SITP192A11,1,2000,264
R1544,SITP192A11,SITP604A11,1,2000,169
R1545,SITP604A11,SITP211A11,1,2000,190
R1546,SITP211A11,SITP212B11,1,2000,71
R1547,SITP212B11,SITP207A11,1,2000,207
R1548,SITP207A11,SITP181B11,1,2000,409
R1549,SITP181B11,SITP178A11,1,2000,159
R1550,SITP178A11,SITP179A11,1,2000,22
R1551,SITP179A11,SITP177A11,1,2000,281
R1552,SITP177A11,SITP158A11,1,2000,302
R1553,SITP158A11,SITP155A11,1,2000,218
R1554,SITP155A11,SITP161A11,1,2000,190
R1555,SITP161A11,SITP176A11,1,2000,221
R1556,SITP072A05,SITP417A05,1,2000,139
R1557,SITP417A05,SITP111A05,1,2000,226
R1558,SITP111A05,SITP068A05,1,2000,223
R1559,SITP068A05,SITP110A05,1,2000,197
R1560,SITP110A05,SITP110B05,1,2000,39
R1561,SITP110B05,SITP070A05,1,2000,237
R1562,SITP070A05,SITP070B05,1,2000,38
R1563,SITP070B05,SITP066A05,1,2000,229
R1564,SITP066A05,SITP066C05,1,2000,148
R1565,SITP066C05,SITP065A05,1,2000,341
R1566,SITP065A05,SITP208B05,1,2000,322
R1567,SITP208B05,SITP208A05,1,2000,24
R1568,SITP208A05,SITP206B05,1,2000,322
R1569,SITP206B05,SITP207B05,1,2000,77
R1570,SITP207B05,SITP477B05,1,2000,158
R1571,SITP477B05,SITP236A05,1,2000,251
R1572,SITP236A05,SITP042A05,1,2000,444
R1573,SITP042A05,SITP041A05,1,2000,14
R1574,SITP041A05,SITP482A05,1,2000,156
R1575,SITP482A05,SITP261A05,1,2000,201
R1576,SITP261A05,SITP262A05,1,2000,163
R1577,SITP262A05,SITP126A04,1,2000,387
R1578,SITP126A04,SITP125A04,1,2000,390
R1579,SITP125A04,SITP173B05,1,2000,100
R1580,SITP173B05,SITP478A05,1,2000,275
R1581,SITP478A05,SITP172B05,1,2000,236
R1582,SITP172B05,SITP172A05,1,2000,31
R1583,SITP172A05,SITP123A04,1,2000,311
R1584,SITP123A04,SITP123C04,1,2000,122
R1585,SITP123C04,SITP177C05,1,2000,678
R1586,SITP177C05,SITP177A05,1,2000,223
R1587,SITP177A05,SITP114C04,1,2000,741
R1588,SITP114C04,SITP126A05,1,2000,637
R1589,SITP126A05,SITP157A04,1,2000,542
R1590,SITP157A04,SITP117C04,1,2000,352
R1591,SITP117C04,SITP303A05,1,2000,475
R1592,SITP303A05,SITP120B04,1,2000,596
R1593,SITP120B04,SITP013A04,1,2000,654
R1594,SITP013A04,SITP187A05,1,2000,406
R1595,SITP187A05,SITP773A00,1,2000,595
R1596,SITP773A00,SITP774A00,1,2000,687
R1597,SITP774A00,TM07105,1,2000,513
R1598,TM07105,SITP208A00,1,2000,709
R1599,SITP208A00,SITP210A00,1,2000,577
R1600,SITP210A00,SITP101A05,1,2000,417
R1601,SITP457A05,SITP401A06,1,2000,266
R1602,SITP401A06,SITP089A07,1,2000,153
R1603,SITP089A07,SITP090A07,1,2000,297
R1604,SITP090A07,SITP009A00,1,2000,323
R1605,SITP839A00,SITP797A00,1,2000,52
R1606,SITP797A00,SITP351A07,1,2000,279
R1607,SITP351A07,SITP070A07,1,2000,243
R1608,TM07112,TM07113,1,2000,418
R1609,TM07113,SITP587A08,1,2000,554
R1610,SITP587A08,SITP109A08,1,2000,135
R1611,SITP109A08,SITP325A10,1,2000,221
R1612,SITP325A10,SITP021A10,1,2000,508
R1613,SITP021A10,SITP023A10,1,2000,616
R1614,SITP023A10,SITP319A10,1,2000,407
R1615,SITP319A10,SITP320A10,1,2000,454
R1616,SITP261A10,SITP005A10,1,2000,365
R1617,SITP005A10,SITP007B10,1,2000,486
R1618,SITP007B10,SITP009A10,1,2000,278
R1619,SITP009A10,SITP010A10,1,2000,348
R1620,SITP010A10,SITP093B10,1,2000,307
R1621,SITP093B10,SITP316B10,1,2000,124
R1622,SITP316A10,SITP407A10,1,2000,455
R1623,SITP407A10,SITP015A10,1,2000,484
R1624,SITP015A10,SITP014B10,1,2000,71
R1625,SITP014B10,SITP074B10,1,2000,298
R1626,SITP074B10,SITP071C10,1,2000,298
R1627,SITP071C10,SITP315B10,1,2000,231
R1628,SITP090B10,SITP089A10,1,2000,222
R1629,SITP089A10,SITP453B11,1,2000,319
R1630,SITP453B11,SITP030A11,1,2000,274
R1631,SITP030A11,SITP499B11,1,2000,247
R1632,SITP499B11,SITP061B11,1,2000,537
R1633,SITP061B11,SITP062B11,1,2000,105
R1634,SITP062B11,SITP083A11,1,2000,306
R1635,SITP083A11,TM08000,1,2000,560
R1636,SITP593A11,SITP467A11,1,2000,160
R1637,SITP467A11,SITP497A11,1,2000,878
R1638,SITP497A11,SITP496A11,1,2000,271
R1639,SITP496A11,SITP587A11,1,2000,130
R1640,SITP587A11,SITP588A11,1,2000,136
R1641,TM09001,SITP132A12,1,2000,105
R1642,SITP132A12,SITP127A12,1,2000,292
R1643,SITP129A12,SITP249A12,1,2000,672
R1644,SITP249A12,SITP245A12,1,2000,236
R1645,SITP245A12,SITP248A12,1,2000,333
R1646,SITP248A12,SITP393A12,1,2000,261
R1647,SITP393A12,SITP264A12,1,2000,236
R1648,SITP264A12,SITP548A12,1,2000,179
R1649,SITP548A12,SITP258A12,1,2000,146
R1650,SITP446A06,SITP171A06,1,2000,273
R1651,SITP171A06,SITP278A06,1,2000,463
R1652,SITP278A06,SITP288A06,1,2000,293
R1653,SITP288A06,SITP287A06,1,2000,378
R1654,SITP287A06,SITP128D06,1,2000,243
R1655,SITP128D06,SITP126B06,1,2000,987
R1656,SITP126B06,SITP095B07,1,2000,453
R1657,SITP095B07,SITP091D07,1,2000,848
R1658,SITP091D07,SITP097C07,1,2000,217
R1659,SITP097C07,SITP001D08,1,2000,855
R1660,SITP001D08,SITP501D08,1,2000,374
R1661,SITP501D08,SITP501A08,1,2000,84
R1662,SITP501A08,SITP155A08,1,2000,309
R1663,SITP155A08,SITP162A08,1,2000,359
R1664,SITP088B09,SITP088A09,1,2000,74
R1665,SITP088A09,SITP087B09,1,2000,120
R1666,SITP114A09,SITP510B09,1,2000,218
R1667,SITP510B09,SITP085C09,1,2000,276
R1668,SITP085C09,SITP084A09,1,2000,346
R1669,SITP084A09,SITP002C09,1,2000,237
R1670,SITP002C09,SITP031A10,1,2000,378
R1671,SITP031A10,SITP395A10,1,2000,188
R1672,SITP395A10,SITP048B10,1,2000,395
R1673,SITP034A10,SITP287A10,1,2000,408
R1674,SITP287A10,SITP005B10,1,2000,298
R1675,SITP005B10,SITP058A10,1,2000,372
R1676,SITP058A10,SITP060A10,1,2000,372
R1677,SITP060A10,SITP061A10,1,2000,115
R1678,SITP061A10,SITP073A11,1,2000,531
R1679,SITP073A11,SITP034A11,1,2000,224
R1680,SITP034A11,SITP001A12,1,2000,55
R1681,SITP001A12,TM09004,1,2000,309
R1682,TM09002,SITP362A11,1,2000,100
R1683,SITP362A11,SITP004A12,1,2000,102
R1684,SITP579A11,TM09001,1,2000,204
R1685,SITP038A11,SITP007A12,1,2000,924
R1686,SITP007A12,SITP009A12,2,2000,1639
R1687,SITP029A12,SITP029B12,1,2000,147
R1688,SITP029B12,SITP032A12,1,2000,253
R1689,SITP042A12,SITP041A12,1,2000,16
R1690,SITP041A12,SITP042B12,1,2000,30
R1691,SITP042B12,SITP059A12,1,2000,382
R1692,SITP059A12,SITP060A12,1,2000,205
R1693,SITP060A12,SITP062B12,1,2000,242
R1694,SITP062B12,SITP158A12,1,2000,241
R1695,SITP158A12,SITP159A12,1,2000,245
R1696,SITP159A12,SITP495A12,1,2000,151
R1697,SITP495A12,SITP156B12,1,2000,220
R1698,SITP156B12,SITP155A12,1,2000,76
R1699,SITP155A12,SITP148A12,1,2000,257
R1700,SITP148A12,SITP152A12,1,2000,201
R1701,SITP152A12,SITP147A12,1,2000,236
R1702,SITP147A12,SITP151A12,1,2000,144
R1703,SITP151A12,SITP365A12,1,2000,174
R1704,SITP365A12,SITP364A12,1,2000,314
R1705,SITP136A07,SITP222A07,1,2000,451
R1706,SITP222A07,SITP230A07,1,2000,831
R1707,SITP230A07,SITP162A06,1,2000,519
R1708,SITP162A06,SITP159A06,1,2000,478
R1709,SITP164A06,SITP165A06,1,2000,412
R1710,SITP165A06,SITP166A06,1,2000,375
R1711,SITP166A06,SITP405A06,1,2000,208
R1712,SITP405A06,SITP112A06,1,2000,370
R1713,SITP112A06,SITP078A06,1,2000,413
R1714,SITP078A06,SITP426A06,1,2000,412
R1715,SITP426A06,SITP181A06,1,2000,920
R1716,SITP181A06,SITP067A06,1,2000,315
R1717,SITP067A06,SITP154A06,1,2000,348
R1718,SITP154A06,SITP354A06,1,2000,730
R1719,SITP354A06,SITP247A06,1,2000,214
R1720,SITP247A06,SITP145A06,1,2000,567
R1721,SITP423A06,E012,1,2000,709
R1722,E012,SITP187A06,1,2000,347
R1723,SITP187A06,SITP130B06,1,2000,569
R1724,SITP130B06,SITP040A06,1,2000,542
R1725,SITP040A06,SITP395A06,1,2000,713
R1726,SITP395A06,SITP390A06,1,2000,533
R1727,SITP390A06,SITP035A06,1,2000,820
R1728,SITP035A06,SITP186A06,1,2000,366
R1729,SITP186A06,SITP084A05,1,2000,633
R1730,SITP084A05,SITP085A05,1,2000,296
R1731,SITP085A05,SITP125A00,1,2000,228
R1732,SITP125A00,SITP513A00,1,2000,81
R1733,SITP125A00,SITP101A05,1,2000,361
R1734,SITP101A05,SITP275A00,1,2000,376
R1735,SITP275A00,SITP145B00,1,2000,517
R1736,SITP145B00,SITP083A00,1,2000,397
R1737,SITP083A00,SITP381A00,1,2000,513
R1738,SITP381A00,SITPBD-009A,1,2000,418
R1739,SITPBD-009A,SITPBD-012A,1,2000,549
R1740,SITPBD-012A,SITPBD-013A,1,2000,570
R1741,SITPBD-013A,SITP565A00,1,2000,468
R1742,SITP565A00,SITPBD-016B,1,2000,185
R1743,SITPBD-016B,SITP280A00,1,2000,429
R1744,SITP280A00,SITP105A00,1,2000,406
R1745,SITP497A01,SITP498A01,1,2000,75
R1746,SITP498A01,SITP496A01,1,2000,123
R1747,SITP496A01,SITP494A01,1,2000,117
R1748,SITP494A01,SITP606A01,1,2000,155
R1749,SITP606A01,SITP607A01,1,2000,10
R1750,SITP607A01,SITP418A01,1,2000,158
R1751,SITP418A01,SITP419A01,1,2000,9
R1752,SITP419A01,SITP608A01,1,2000,81
R1753,SITP608A01,SITP416A01,1,2000,115
R1754,SITP416A01,SITP152A01,1,2000,423
R1755,SITP152A01,SITP229B01,1,2000,557
R1756,SITP229B01,SITP098A01,1,2000,427
R1757,SITP098A01,SITP401A01,1,2000,386
R1758,SITP401A01,SITP100A01,1,2000,170
R1759,SITP100A01,SITP126A01,1,2000,148
R1760,SITP126A01,SITP400A01,1,2000,235
R1761,SITP400A01,SITP101A01,1,2000,117
R1762,SITP101A01,SITP229A01,1,2000,726
R1763,SITP229A01,SITP417A01,1,2000,226
R1764,SITP417A01,SITP608A01,1,2000,111
R1765,SITP608A01,SITP605A01,1,2000,20
R1766,SITP605A01,SITP419A01,1,2000,69
R1767,SITP419A01,SITP607A01,1,2000,152
R1768,SITP494A01,SITP493A01,1,2000,10
R1769,SITP494A01,SITP495A01,1,2000,123
R1770,SITP495A01,SITP498A01,1,2000,126
R1771,SITP079A13,SITP078A13,1,2000,21
R1772,SITP079A13,SITP080A13,1,2000,239
R1773,SITP080A13,SITP081A13,1,2000,84
R1774,SITP081A13,SITP083A13,1,2000,253
R1775,SITP083A13,SITP082A13,1,2000,21
R1776,SITP082A13,SITP084A13,1,2000,272
R1777,SITP084A13,SITP086A13,1,2000,269
R1778,SITP086A13,SITP087A13,1,2000,20
R1779,SITP087A13,SITP088A13,1,2000,294
R1780,SITP088A13,SITP089A13,1,2000,33
R1781,SITP089A13,SITP018A13,1,2000,324
R1782,SITP018A13,SITP040A13,1,2000,418
R1783,SITP040A13,SITP039A13,1,2000,24
R1784,SITP039A13,SITP037A13,1,2000,327
R1785,SITP037A13,SITP038A13,1,2000,39
R1786,SITP038A13,SITP569A13,1,2000,218
R1787,SITP569A13,SITP017A13,1,2000,100
R1788,SITP017A13,SITP016A13,1,2000,77
R1789,SITP016A13,SITP034A13,1,2000,417
R1790,SITP034A13,SITP033A13,1,2000,25
R1791,SITP033A13,SITP185A13,1,2000,259
R1792,SITP185A13,SITP029A13,1,2000,185
R1793,SITP029A13,SITP032A13,1,2000,11
R1794,SITP032A13,SITP030A13,1,2000,232
R1795,SITP030A13,SITP594A13,1,2000,193
R1796,SITP594A13,SITP043A13,1,2000,139
R1797,SITP043A13,SITP046A13,1,2000,378
R1798,SITP046A13,SITP072A12,1,2000,457
R1799,SITP065A12,SITP021A13,1,2000,352
R1800,SITP021A13,SITP099A13,1,2000,655
R1801,SITP528A13,SITP446A12,1,2000,647
R1802,SITP446A12,SITP525A13,1,2000,392
R1803,SITP525A13,SITP066A00,1,2000,1081
R1804,SITP812A00,SITP811A00,1,2000,230
R1805,SITP811A00,TM10008,1,2000,419
R1806,TM10008,SITP674A00,1,2000,271
R1807,SITP674A00,TM10009,1,2000,278
R1808,TM10009,SITP238A00,1,2000,366
R1809,SITP238A00,SITP872A00,1,2000,273
R1810,SITP872A00,SITP136A00,1,2000,268
R1811,SITP136A00,SITP347A00,1,2000,342
R1812,SITP347A00,SITP147B00,1,2000,305
R1813,SITP147B00,SITP144A00,1,2000,600
R1814,SITP144A00,SITP352B00,1,2000,351
R1815,SITP352B00,SITP103B00,1,2000,391
R1816,SITP103B00,SITP261A00,1,2000,332
R1817,SITP456A01,SITP565A01,1,2000,457
R1818,SITP565A01,SITP479A01,1,2000,279
R1819,SITP479A01,SITP430A01,1,2000,260
R1820,SITP430A01,SITP450A01,1,2000,179
R1821,SITP450A01,SITP449A01,1,2000,284
R1822,SITP449A01,SITP523A01,1,2000,151
R1823,SITP523A01,SITP447A01,1,2000,159
R1824,SITP447A01,SITP446A01,1,2000,22
R1825,SITP446A01,SITP445A01,1,2000,291
R1826,SITP445A01,SITP443A01,1,2000,300
R1827,SITP443A01,SITP316A01,1,2000,137
R1828,SITP264B01,SITP093A01,1,2000,347
R1829,SITP093A01,SITP091A01,1,2000,435
R1830,SITP091A01,SITP089A01,1,2000,618
R1831,SITP089A01,SITP088A01,1,2000,313
R1832,SITP088A01,SITP265A01,1,2000,277
R1833,SITP265A01,SITP304A01,1,2000,253
R1834,SITP304A01,SITP303A01,1,2000,297
R1835,SITP303A01,SITP029A01,1,2000,183
R1836,SITP029A01,SITP616A01,1,2000,203
R1837,SITP616A01,SITP302A01,1,2000,320
R1838,SITP302A01,SITP671A01,1,2000,270
R1839,SITP671A01,SITP031A01,1,2000,206
R1840,SITP031A01,SITP032A01,1,2000,54
R1841,SITP032A01,SITP598A01,1,2000,356
R1842,SITP598A01,SITP288A01,1,2000,77
R1843,SITP288A01,SITP289A01,1,2000,384
R1844,SITP289A01,SITP258A01,1,2000,228
R1845,SITP258A01,SITP312A01,1,2000,219
R1846,SITP312A01,SITP291A01,1,2000,320
R1847,SITP291A01,SITP292A01,1,2000,278
R1848,SITP292A01,SITP315A01,1,2000,554
R1849,SITP315A01,SITP122A01,1,2000,339
R1850,SITP173C03,SITP001A03,1,2000,525
R1851,SITP001B04,SITP015A04,1,2000,621
R1852,SITP015A04,SITP125A05,1,2000,453
R1853,SITP125A05,SITP121D05,1,2000,968
R1854,SITP117D05,SITP115C05,1,2000,557
R1855,SITP115C05,SITP132D06,1,2000,529
R1856,SITP132D06,SITP065D06,1,2000,288
R1857,SITP065D06,SITP129D06,1,2000,380
R1858,SITP129D06,SITP287A06,1,2000,116
R1859,SITP278A06,SITP187A06,1,2000,231
R1860,SITP187A06,SITP065B06,1,2000,529
R1861,SITP065B06,SITP041A06,1,2000,319
R1862,SITP375A06,SITP070A06,1,2000,515
R1863,SITP089A06,SITP402A06,1,2000,232
R1864,SITP402A06,SITP181A06,1,2000,284
R1865,SITP181A06,SITP154A06,1,2000,245
R1866,SITP354A06,SITP355A06,1,2000,482
R1867,SITP355A06,SITP347A06,1,2000,554
R1868,SITP347A06,SITP280A06,1,2000,294
R1869,SITP280A06,TM06002,1,2000,319
R1870,TM06002,SITP031B05,1,2000,367
R1871,SITP031B05,E013,1,2000,424
R1872,E013,SITP444A06,1,2000,344
R1873,SITP444A06,SITP060A06,1,2000,133
R1874,SITP060A06,SITP375A06,1,2000,222
R1875,SITP098A03,SITP101A03,1,2000,639
R1876,SITP101A03,SITP616A03,1,2000,661
R1877,SITP616A03,SITP102A03,1,2000,627
R1878,SITP102A03,SITP099A03,1,2000,413
R1879,SITP099A03,SITP098A03,1,2000,265
R1880,SITP098A03,SITP013A03,1,2000,264
R1881,SITP013A03,SITP196A03,1,2000,826
R1882,SITP189A03,SITP195A03,1,2000,174
R1883,SITP195A03,SITP242A03,1,2000,685
R1884,SITP242A03,SITP106A03,1,2000,156
R1885,SITP106A03,SITP567A03,1,2000,288
R1886,SITP567A03,SITP098A03,1,2000,165
R1887,SITP031A03,SITP350A02,1,2000,735
R1888,SITP350A02,SITP016A02,1,2000,571
R1889,SITP016A02,SITP017A02,1,2000,183
R1890,SITP017A02,SITP349A02,1,2000,690
R1891,SITP349A02,SITP012A02,1,2000,578
R1892,SITP012A02,SITP163A02,1,2000,326
R1893,SITP163A02,SITP164B02,1,2000,360
R1894,SITP164B02,SITP311A02,1,2000,747
R1895,SITP311A02,SITP028A01,1,2000,338
R1896,SITP028A01,SITP384A01,1,2000,304
R1897,SITP384A01,SITP379A01,1,2000,383
R1898,SITP379A01,SITP077A01,1,2000,440
R1899,SITP077A01,SITP073A01,1,2000,343
R1900,SITP073A01,SITP600A01,1,2000,687
R1901,SITP600A01,SITP573A01,1,2000,385
R1902,SITP573A01,SITP391A01,1,2000,498
R1903,SITP391A01,SITP009A01,1,2000,327
R1904,SITP008A01,SITP208A01,1,2000,338
R1905,SITP208A01,SITP115A01,1,2000,41
R1906,SITP115A01,SITP010A01,1,2000,394
R1907,SITP010A01,SITP206A01,1,2000,171
R1908,SITP206A01,SITP051A01,1,2000,176
R1909,SITP051A01,SITP205A01,1,2000,46
R1910,SITP205A01,SITP094A01,1,2000,266
R1911,SITP094A01,SITP203A01,1,2000,294
R1912,SITP203A01,SITP084A01,1,2000,164
R1913,SITP084A01,SITP201A01,1,2000,445
R1914,SITP201A01,SITP057A01,1,2000,200
R1915,SITP057A01,SITP054A01,1,2000,417
R1916,SITP054A01,SITP199A01,1,2000,39
R1917,SITP012A01,SITP197A01,1,2000,358
R1918,SITP197A01,SITP055A01,1,2000,331
R1919,SITP055A01,SITPBD-056B,1,2000,268
R1920,SITPBD-056B,SITP195A01,1,2000,275
R1921,SITP195A01,SITP8488,1,2000,256
R1922,SITP8488,SITP192A01,1,2000,352
R1923,SITP192A01,SITP138A01,1,2000,250
R1924,SITP138A01,SITP191A01,1,2000,361
R1925,SITP158A01,SITP212A00,1,2000,333
R1926,SITP212A00,SITP865A00,1,2000,478
R1927,SITP865A00,SITP093C02,1,2000,329
R1928,SITP093C02,SITP136C02,1,2000,492
R1929,SITP136C02,SITP165B03,1,2000,307
R1930,SITP165B03,SITP001C03,1,2000,452
R1931,SITP001C03,SITP174C03,1,2000,287
R1932,SITP174C03,SITP176C03,1,2000,742
R1933,SITP176C03,SITP105C04,1,2000,221
R1934,SITP105C04,SITP104A04,1,2000,463
R1935,SITP104A04,SITP124A05,1,2000,618
R1936,SITP124A05,SITP122C05,1,2000,706
R1937,SITP122C05,SITP437A05,1,2000,986
R1938,SITP437A05,SITP163A05,1,2000,952
R1939,SITP163A05,SITP443A05,1,2000,479
R1940,SITP130D06,SITP068B06,1,2000,752
R1941,SITP068B06,SITP001A06,1,2000,964
R1942,SITP001A06,SITP095A07,1,2000,315
R1943,SITP095A07,SITP269A07,2,2000,1372
R1944,SITP269A07,SITP093C07,1,2000,334
R1945,SITP093C07,SITP401A07,1,2000,491
R1946,SITP401A07,SITP233A07,1,2000,543
R1947,SITP233A07,SITP397A07,2,2000,1483
R1948,SITP397A07,SITP299A07,1,2000,1042
R1949,SITP299A07,SITP060A08,1,2000,769
R1950,SITP060A08,SITP452A08,1,2000,312
R1951,SITP258A03,SITP280A03,1,2000,344
R1952,SITP280A03,SITP568A03,1,2000,188
R1953,SITP568A03,SITP635A03,1,2000,32
R1954,SITP635A03,SITP154A03,1,2000,318
R1955,SITP154A03,SITP153A03,1,2000,13
R1956,SITP153A03,SITP156A03,1,2000,231
R1957,SITP156A03,SITP158A03,1,2000,155
R1958,SITP158A03,SITP159A03,1,2000,171
R1959,SITP159A03,SITP161A03,1,2000,144
R1960,SITP161A03,SITP297A03,1,2000,331
R1961,SITP297A03,SITP296A03,1,2000,257
R1962,SITP296A03,SITP275A03,1,2000,253
R1963,SITP275A03,SITP304A03,1,2000,271
R1964,SITP304A03,SITP641A03,1,2000,188
R1965,SITP202A03,SITP375A03,1,2000,182
R1966,SITP375A03,SITP524A03,1,2000,255
R1967,SITP524A03,SITP349A03,1,2000,254
R1968,SITP349A03,SITP350A03,1,2000,220
R1969,SITP350A03,SITP373A03,1,2000,209
R1970,SITP373A03,SITP111B03,1,2000,216
R1971,SITP111B03,SITP111A03,1,2000,45
R1972,SITP111A03,SITP596A03,1,2000,82
R1973,SITP596A03,SITP058A03,1,2000,233
R1974,SITP058A03,SITP057A03,1,2000,179
R1975,SITP057A03,SITP085A03,1,2000,135
R1976,SITP085A03,SITP113A03,1,2000,374
R1977,SITP113A03,SITP449A03,1,2000,153
R1978,SITP449A03,SITP614A03,1,2000,361
R1979,SITP614A03,TM03003,1,2000,192
R1980,SITP614A03,SITP182A03,1,2000,296
R1981,SITP182A03,SITP461A03,1,2000,432
R1982,SITP461A03,SITP041A03,1,2000,156
R1983,SITP041A03,SITP643A03,1,2000,204
R1984,SITP643A03,SITP039A03,1,2000,329
R1985,SITP039A03,SITP037A03,1,2000,390
R1986,SITP037A03,SITP034A03,1,2000,564
R1987,SITP034A03,SITP032A03,1,2000,263
R1988,SITP032A03,SITP350A02,1,2000,733
R1989,SITP016A02,SITP001A02,1,2000,468
R1990,SITP001A02,SITP012A02,1,2000,980
R1991,SITP012A02,SITP168A02,1,2000,103
R1992,SITP168A02,SITP164A02,1,2000,509
R1993,SITP164A02,SITP098A02,1,2000,476
R1994,SITP098A02,SITP311A02,1,2000,385
R1995,SITP311A02,SITP027A01,1,2000,398
R1996,SITP027A01,SITP318A01,2,2000,1467
R1997,SITP318A01,SITP151A01,1,2000,658
R1998,SITP151A01,SITP152A01,1,2000,167
R1999,SITP468A03,SITP100A03,1,2000,646
R2000,SITP100A03,SITP098A03,1,2000,278
R2001,SITP567A03,SITP621A03,1,2000,311
R2002,SITP409A00,SITP410A00,1,2000,412
R2003,SITP410A00,SITP117A03,1,2000,124
R2004,SITP117A03,SITP604A03,1,2000,313
R2005,SITP604A03,SITP606A03,1,2000,564
R2006,SITP606A03,SITP066A03,1,2000,382
R2007,SITP066A03,SITP291A03,1,2000,361
R2008,SITP291A03,SITP076A03,1,2000,237
R2009,SITP076A03,SITP283A03,1,2000,282
R2010,SITP283A03,SITP149A03,1,2000,419
R2011,SITP149A03,SITP150A03,1,2000,35
R2012,SITP150A03,SITP147A03,1,2000,218
R2013,SITP147A03,SITP145A03,1,2000,189
R2014,SITP145A03,SITP146A03,1,2000,110
R2015,SITP146A03,SITP142A03,1,2000,576
R2016,SITP142A03,SITP141A03,1,2000,52
R2017,SITP141A03,SITP124A03,1,2000,184
R2018,SITP124A03,SITP125A03,1,2000,156
R2019,SITP125A03,SITP248A03,1,2000,126
R2020,SITP248A03,SITP337A04,1,2000,759
R2021,SITP337A04,SITP060A04,1,2000,831
R2022,SITP060A04,SITP065A04,1,2000,316
R2023,SITP065A04,SITP039A04,1,2000,635
R2024,SITP039A04,SITP159A04,1,2000,258
R2025,SITP159A04,SITP143A04,1,2000,372
R2026,SITP143A04,SITP086A04,1,2000,287
R2027,SITP342A04,SITP408A04,1,2000,591
R2028,SITP408A04,TM04002,1,2000,696
R2029,SITP411A04,SITP339A04,1,2000,289
R2030,SITP339A04,TM04100,1,2000,523
R2031,TM04100,SITP078A04,1,2000,535
R2032,SITP078A04,SITP062A04,1,2000,311
R2033,SITP062A04,SITP325A04,1,2000,242
R2034,SITP062A04,SITP415A04,1,2000,339
R2035,SITP415A04,SITP106B04,1,2000,325
R2036,SITP106B04,SITP084A03,1,2000,462
R2037,SITP084A03,SITP201B03,1,2000,477
R2038,SITP201B03,SITP056A03,1,2000,478
R2039,SITP056A03,SITP053A03,1,2000,438
R2040,SITP053A03,SITP053A02,1,2000,511
R2041,SITP053A02,SITP143A02,1,2000,309
R2042,SITP143A02,SITP139A02,1,2000,723
R2043,SITP139A02,SITP327A02,1,2000,543
R2044,SITP327A02,SITP629A01,1,2000,85
R2045,SITP629A01,SITP257A01,1,2000,647
R2046,SITP257A01,SITP256A01,1,2000,527
R2047,SITP256A01,SITP297B01,1,2000,179
R2048,SITP297B01,SITP019A01,1,2000,295
R2049,SITP019A01,SITP625A01,1,2000,436
R2050,SITP625A01,SITPBD-056B,1,2000,432
R2051,SITPBD-056B,SITPBD-055A,1,2000,59
R2052,SITPBD-055A,SITPBD-053A,1,2000,435
R2053,SITPBD-052A,SITP163B01,1,2000,685
R2054,SITP163B01,SITP161A01,1,2000,500
R2055,SITP161A01,SITP682A01,1,2000,668
R2056,SITP682A01,SITP166A01,1,2000,259
R2057,SITP166A01,SITP049B01,1,2000,316
R2058,SITP049B01,SITPBD-055A,1,2000,498
R2059,SITPBD-055A,SITP055A01,1,2000,263
R2060,SITP055A01,SITP625A01,1,2000,291
R2061,SITP625A01,SITP255A01,1,2000,504
R2062,SITP255A01,SITP298A01,1,2000,239
R2063,SITP298A01,SITP022A01,1,2000,429
