id,nombre,tipo,latitud,longitud,capacidad
SITP025A01,Colegio de la Salle,sitp,4.748458,-74.032414,2000
SITP650A01,Colegio del Rosario Campestre,sitp,4.790734,-74.028498,2000
SITP115A02,Colina Campestre I Sector,sitp,4.723452,-74.064721,2000
SITP358A02,Colina Campestre II Sector,sitp,4.727433,-74.063044,2000
SITP116A02,Colina Norte II,sitp,4.723674,-74.064774,2000
SITP775A00,Coliseo El Campín,sitp,4.648054,-74.07832,2000
SITP119D05,Coliseo El Salitre,sitp,4.663679,-74.095773,2000
SITP119C05,Coliseo El Salitre 2,sitp,4.663395,-74.095989,2000
SITP119B05,Coliseo El Salitre 3,sitp,4.663112,-74.096188,2000
SITP119A05,Coliseo El Salitre 4,sitp,4.662864,-74.096369,2000
SITP172A13,Colmena I Los Pinares,sitp,4.536308,-74.085614,2000
SITP173A13,Colmena I Los Pinares 2,sitp,4.537105,-74.086317,2000
SITP307A11,Colmena III,sitp,4.558336,-74.145737,2000
SITP075B10,Colmotores,sitp,4.584551,-74.143232,2000
SITP075A10,Colmotores 2,sitp,4.585048,-74.143423,2000
SITP353B10,Colmotores 3,sitp,4.583798,-74.143487,2000
SITP353A10,Colmotores 4,sitp,4.584084,-74.143572,2000
SITP003A10,Colmotores 5,sitp,4.586349,-74.144429,2000
SITP003B10,Colmotores 6,sitp,4.587177,-74.144751,2000
SITP050A00,Colombia,sitp,4.66224,-74.066179,2000
SITP399B00,Colombia 2,sitp,4.661736,-74.067818,2000
SITP841A00,Colombia 3,sitp,4.657707,-74.067721,2000
SITP317A00,Colombia 4,sitp,4.660472,-74.063625,2000
SITP678A00,Colombia 5,sitp,4.660449,-74.064273,2000
SITP399A00,Colombia 6,sitp,4.662366,-74.067394,2000
SITP617A00,Colombia 7,sitp,4.658401,-74.06559,2000
SITP293A12,Colombia Viva,sitp,4.551791,-74.108024,2000
SITP260A12,Colombia Viva 2,sitp,4.546547,-74.109581,2000
SITP292A12,Colombia Viva 3,sitp,4.551683,-74.108156,2000
SITP258A02,Colombo Hebreo,sitp,4.737123,-74.052108,2000
SITP065D06,Colsanitas,sitp,4.650077,-74.106293,2000
SITP065C06,Colsanitas 2,sitp,4.649857,-74.106485,2000
SITP065A06,Colsanitas 3,sitp,4.649461,-74.106781,2000
SITP065B06,Colsanitas 4,sitp,4.649684,-74.106608,2000
SITP215B00,Colsanitas CL 100,sitp,4.683432,-74.045507,2000
SITP215A00,Colsanitas CL 100 2,sitp,4.683223,-74.045049,2000
SITP215C00,Colsanitas CL 100 3,sitp,4.683744,-74.046144,2000
SITP209A00,Colseguros,sitp,4.622078,-74.085001,2000
SITP426A05,Colón,sitp,4.675354,-74.104966,2000
SITP036A07,Colón 2,sitp,4.619504,-74.119259,2000
SITP256A07,Colón 3,sitp,4.621429,-74.11478,2000
SITP209A07,Colón 4,sitp,4.620009,-74.118039,2000
SITP257A07,Colón 5,sitp,4.622886,-74.115672,2000
SITP139A01,Comando Reclutamiento FF.MM.,sitp,4.686744,-74.038976,2000
SITP057A00,Comfenalco,sitp,4.639689,-74.063884,2000
SITP114A13,Compartir,sitp,4.506668,-74.088632,2000
SITP309A11,Compartir 2,sitp,4.557475,-74.149885,2000
SITP302A11,Compartir Recuerdo,sitp,4.552939,-74.142867,2000
SITP302B11,Compartir Recuerdo 2,sitp,4.553135,-74.141823,2000
SITP301A11,Compartir Recuerdo 3,sitp,4.552832,-74.142686,2000
SITP611A03,Compartir Suba,sitp,4.755329,-74.106216,2000
SITP117A03,Compartir Suba 2,sitp,4.755773,-74.103908,2000
SITP116A03,Compartir Suba 3,sitp,4.755827,-74.103672,2000
SITP117A05,Compensar,sitp,4.659522,-74.099038,2000
SITP117C05,Compensar 2,sitp,4.65935,-74.099166,2000
SITP117B05,Compensar 3,sitp,4.658869,-74.099517,2000
SITP117D05,Compensar 4,sitp,4.659888,-74.098746,2000
SITP252A08,Compensar Avenida 1 de Mayo,sitp,4.616662,-74.160039,2000
SITP480A05,Compensar CUR,sitp,4.658804,-74.106267,2000
SITP503A01,Compensar Calle 220,sitp,4.798433,-74.030832,2000
SITP332A01,Compensar Calle 220 2,sitp,4.798906,-74.030649,2000
SITP258A00,Complejo Judicial Paloquemao,sitp,4.616768,-74.086836,2000
SITP258B00,Complejo Judicial Paloquemao 2,sitp,4.616863,-74.086958,2000
SITP484A05,Complejo Optimus,sitp,4.687237,-74.127289,2000
SITP215A12,Compostela I,sitp,4.508676,-74.099989,2000
SITP209A12,Compostela I 2,sitp,4.509429,-74.101616,2000
SITP208A12,Compostela I 3,sitp,4.509429,-74.101924,2000
SITP538A12,Comuneros,sitp,4.497493,-74.109928,2000
SITP539A12,Comuneros 2,sitp,4.498092,-74.108191,2000
SITP117A07,Comuneros 3,sitp,4.610441,-74.103005,2000
SITP540A12,Comuneros 4,sitp,4.498358,-74.108084,2000
SITP114A07,Comuneros 5,sitp,4.608342,-74.100796,2000
SITP541A12,Comuneros 6,sitp,4.497236,-74.10933,2000
SITP033A07,Comuneros 7,sitp,4.607579,-74.106442,2000
SITP032A07,Comuneros 8,sitp,4.604885,-74.102866,2000
SITP319A01,Comunidad Hijas de María Auxiliadora,sitp,4.747738,-74.029987,2000
SITP088A00,Concejo De Bogotá,sitp,4.624454,-74.077539,2000
SITP100A00,Concepción Norte,sitp,4.659399,-74.063754,2000
SITP355B00,Concepción Norte 2,sitp,4.656064,-74.065826,2000
SITP683A00,Concepción Norte 3,sitp,4.656313,-74.062597,2000
SITP355A00,Concepción Norte 4,sitp,4.6567,-74.065431,2000
SITP100B00,Concepción Norte 5,sitp,4.659881,-74.063448,2000
SITP330A13,Condominios San Sebastián,sitp,4.585285,-74.077333,2000
SITP604A08,Condominios del Porvenir,sitp,4.638204,-74.185823,2000
SITP268A11,Confederación Suiza,sitp,4.547852,-74.14792,2000
SITP269A11,Confederación Suiza 2,sitp,4.54777,-74.147824,2000
SITP268B11,Confederación Suiza 3,sitp,4.548194,-74.147804,2000
SITP071A04,Congreso Eucarístico,sitp,4.704334,-74.092377,2000
SITP497A08,Conjunto Arboleda de San Gabriel,sitp,4.619462,-74.133176,2000
SITP651A03,Conjunto Cafam II,sitp,4.750307,-74.113976,2000
SITP650A03,Conjunto Cafam II 2,sitp,4.750074,-74.11394,2000
SITP319A04,Conjunto Los Manzanos,sitp,4.730854,-74.116714,2000
SITP371A03,Conjunto Residencial  Catigua,sitp,4.753485,-74.10606,2000
SITP274A04,Conjunto Residencial Afidro,sitp,4.703351,-74.105247,2000
SITP301A09,Conjunto Residencial Antonio José de Sucre,sitp,4.612096,-74.175441,2000
SITP228A08,Conjunto Residencial Casagrande,sitp,4.63591,-74.205914,2000
SITP417A03,Conjunto Residencial Catigua,sitp,4.753753,-74.10614,2000
SITP067A03,Conjunto Residencial El Bosque de Suba,sitp,4.738622,-74.089891,2000
SITP350A02,Conjunto Residencial El Monte,sitp,4.759626,-74.073309,2000
SITP110A04,Conjunto Residencial Florencia,sitp,4.700333,-74.103255,2000
SITP391A01,Conjunto Residencial Icatá,sitp,4.733247,-74.033126,2000
SITP036A09,Conjunto Residencial La Rebeca,sitp,4.610463,-74.148389,2000
SITP069A10,Conjunto Residencial Los Robles,sitp,4.580874,-74.161002,2000
SITP068A10,Conjunto Residencial Los Robles I,sitp,4.580788,-74.161186,2000
SITP255A06,Conjunto Residencial Parques de Atahualpa,sitp,4.689166,-74.146442,2000
SITP232A08,Conjunto Residencial Quintas del Recreo IV,sitp,4.634532,-74.204835,2000
SITP635A01,Conjunto Residencial Santacoloma,sitp,4.716578,-74.051841,2000
SITP150A07,Conjunto Residencial Santafé del Tintal,sitp,4.64964,-74.157499,2000
SITP411A03,Conjunto Residencial Yerbamora II,sitp,4.752411,-74.108867,2000
SITP412A03,Conjunto Residencial Yerbamora II 2,sitp,4.752485,-74.10869,2000
SITP161A01,Conjunto de La 100,sitp,4.682067,-74.041907,2000
SITP161B01,Conjunto de La 100 2,sitp,4.681619,-74.041046,2000
SITP342A05,Consolación,sitp,4.684245,-74.099297,2000
SITP084A01,Contador Norte,sitp,4.713793,-74.032454,2000
SITP371A13,Continental,sitp,4.543838,-74.082642,2000
SITP459A05,Contraloría de Bogotá D.C.,sitp,4.628487,-74.081829,2000
SITP235A06,Coodecafec,sitp,4.635718,-74.113725,2000
SITP104B07,Cooperativa de Sub-Oficiales,sitp,4.636132,-74.13682,2000
SITP107B07,Cooperativa de Sub-Oficiales 2,sitp,4.640477,-74.135416,2000
SITP107A07,Cooperativa de Sub-Oficiales 3,sitp,4.640994,-74.135093,2000
SITP104A07,Cooperativa de Sub-Oficiales 4,sitp,4.636478,-74.136734,2000
SITP104C07,Cooperativa de Sub-Oficiales 5,sitp,4.63586,-74.136884,2000
SITP107C07,Cooperativa de Sub-Oficiales 6,sitp,4.640769,-74.135237,2000
SITP105B07,Cooperativa de Sub-Oficiales 7,sitp,4.638551,-74.135924,2000
SITP105C07,Cooperativa de Sub-Oficiales 8,sitp,4.638335,-74.136024,2000
SITP105A07,Cooperativa de Sub-Oficiales 9,sitp,4.638848,-74.135776,2000
SITP187A08,Corabastos,sitp,4.628059,-74.157529,2000
SITP115A08,Corabastos 2,sitp,4.633462,-74.155566,2000
SITP114A08,Corabastos 3,sitp,4.629072,-74.15686,2000
SITP004A08,Corabastos 4,sitp,4.634914,-74.15426,2000
SITP434A11,Cordillera del Sur,sitp,4.541048,-74.151443,2000
SITP133A11,Cordillera del Sur 2,sitp,4.539061,-74.155734,2000
SITP134A11,Cordillera del Sur 3,sitp,4.53919,-74.155634,2000
SITP118A06,Corferias,sitp,4.630341,-74.093156,2000
SITP186A06,Corferias 2,sitp,4.629074,-74.089489,2000
SITP034A06,Corferias 3,sitp,4.631316,-74.093289,2000
SITP120A06,Corferias 4,sitp,4.632037,-74.089965,2000
SITP391A06,Corferias 5,sitp,4.632148,-74.091026,2000
SITP035A06,Corferias 6,sitp,4.630438,-74.092504,2000
SITP119A06,Corferias 7,sitp,4.631447,-74.092062,2000
SITP140A06,Corferias 8,sitp,4.628839,-74.09145,2000
SITP159A10,Corporación Colegio Mayor de Cultura y Ciencias,sitp,4.580515,-74.124115,2000
SITP205A03,Costa Azul,sitp,4.741105,-74.098541,2000
SITP025A03,Costa Azul 2,sitp,4.735792,-74.099488,2000
SITP025B03,Costa Azul 3,sitp,4.735396,-74.09828,2000
SITP383A03,Costa Azul I Etapa,sitp,4.738749,-74.09508,2000
SITP545A03,Costa Azul I Etapa 2,sitp,4.740632,-74.095753,2000
SITP379A03,Costa Azul III Etapa,sitp,4.735663,-74.097367,2000
SITP433A06,Costa Rica,sitp,4.679182,-74.136967,2000
SITP080A06,Costa Rica 2,sitp,4.675821,-74.140275,2000
SITP596A03,Costa Rica 3,sitp,4.727357,-74.090092,2000
SITP434A06,Costa Rica 4,sitp,4.679337,-74.137095,2000
SITP036A01,Country Club,sitp,4.714833,-74.039391,2000
SITP038A01,Country Club 2,sitp,4.716061,-74.042768,2000
SITP085A01,Country Comodoro,sitp,4.71146,-74.032825,2000
SITP065A12,Country Sur,sitp,4.569242,-74.100679,2000
SITP043A01,Cristóbal Colón (Colegio María Inmaculada),sitp,4.744581,-74.02216,2000
SITP123D05,Cruz Roja,sitp,4.673735,-74.08841,2000
SITP123C05,Cruz Roja 2,sitp,4.673059,-74.088815,2000
SITP123B05,Cruz Roja 3,sitp,4.672485,-74.089104,2000
SITP123A05,Cruz Roja 4,sitp,4.672278,-74.089234,2000
SITP232B00,Cuerpo Oficial de Bomberos de Bogotá,sitp,4.648171,-74.063797,2000
SITP232C00,Cuerpo Oficial de Bomberos de Bogotá 2,sitp,4.648451,-74.063779,2000
SITP232A00,Cuerpo Oficial de Bomberos de Bogotá 3,sitp,4.647471,-74.063951,2000
SITP120B07,Cundinamarca,sitp,4.621829,-74.091893,2000
SITP025A07,Cundinamarca 2,sitp,4.62049,-74.090434,2000
SITP120A07,Cundinamarca 3,sitp,4.622398,-74.092467,2000
SITP025B07,Cundinamarca 4,sitp,4.620201,-74.09015,2000
SITP296A07,Cundinamarca Dg 15,sitp,4.669163,-74.155192,2000
SITP584A00,Cámara de Comercio Cl 67,sitp,4.651504,-74.059387,2000
SITP310B00,Cámara de Comercio Sede Norte,sitp,4.677418,-74.051549,2000
SITP310A00,Cámara de Comercio Sede Norte 2,sitp,4.678223,-74.051125,2000
SITP178A06,Cámara de Comercio de Bogotá Sede Salitre,sitp,4.65846,-74.107367,2000
SITP124A02,Círculo de Suboficiales de las FF.MM.,sitp,4.726906,-74.061052,2000
SITP138A02,Córdoba,sitp,4.708286,-74.063287,2000
SITP147A02,Córdoba 2,sitp,4.708893,-74.063388,2000
SITP449A13,Córdoba 3,sitp,4.566953,-74.092809,2000
SITP550A13,Córdoba 4,sitp,4.563218,-74.089449,2000
SITP450A13,Córdoba 5,sitp,4.566075,-74.090903,2000
SITP451A13,Córdoba 6,sitp,4.564585,-74.090449,2000
SITP010A13,Córdoba 7,sitp,4.563067,-74.088742,2000
SITP548A13,Córdoba 8,sitp,4.565708,-74.089745,2000
SITP317A08,DG 56A Bis Sur,sitp,4.62115,-74.182418,2000
SITP318A08,DG 56A Sur,sitp,4.620861,-74.182303,2000
SITP292A09,DG 59B,sitp,4.619358,-74.186878,2000
SITP357A13,DIAN - Edificio Sendas,sitp,4.59406,-74.077657,2000
SITP328A12,Danubio Azul,sitp,4.537975,-74.114953,2000
SITP124A12,Danubio Azul 10,sitp,4.541979,-74.118927,2000
SITP426A12,Danubio Azul 11,sitp,4.537038,-74.114887,2000
SITP640A08,Danubio Azul 2,sitp,4.62197,-74.184139,2000
SITP427A12,Danubio Azul 3,sitp,4.537463,-74.112998,2000
SITP328B12,Danubio Azul 4,sitp,4.538765,-74.115743,2000
SITP125A12,Danubio Azul 5,sitp,4.542108,-74.118926,2000
SITP233A12,Danubio Azul 6,sitp,4.53998,-74.116868,2000
SITP321A08,Danubio Azul 7,sitp,4.619133,-74.179352,2000
SITP232A12,Danubio Azul 8,sitp,4.540103,-74.117152,2000
SITP230A12,Danubio Azul 9,sitp,4.537011,-74.114709,2000
SITP271A08,Danubio Azul I y II Sector,sitp,4.623368,-74.184413,2000
SITP270A08,Danubio Azul I y II Sector 2,sitp,4.623356,-74.185242,2000
SITP272A08,Danubio Azul I y II Sector 3,sitp,4.623657,-74.183588,2000
SITP235A12,Danubio II,sitp,4.5376,-74.112257,2000
SITP238A12,Danubio II 2,sitp,4.538586,-74.111595,2000
SITP237A12,Danubio II 3,sitp,4.53921,-74.11163,2000
SITP103A08,Danubio II y III Sector,sitp,4.62685,-74.189296,2000
SITP060A05,Defensa Civil Santa Helenita,sitp,4.688386,-74.101875,2000
SITP695A01,Delicias del Carmen,sitp,4.703727,-74.02658,2000
SITP642A01,Delicias del Carmen 2,sitp,4.703889,-74.024684,2000
SITP048A07,Deportivo Castilla,sitp,4.637522,-74.139349,2000
SITP200A05,Deportivo Salitre,sitp,4.665856,-74.085821,2000
SITP265A08,Desarrollo  Villa Clemencia,sitp,4.620254,-74.184015,2000
SITP478A09,Desarrollo Argelia,sitp,4.612462,-74.184884,2000
SITP481A12,Desarrollo Betania,sitp,4.51009,-74.108635,2000
SITP284A09,Desarrollo Bosa Nova II Sector,sitp,4.622704,-74.189853,2000
SITP099A08,Desarrollo Brasilia I Sector,sitp,4.630391,-74.181438,2000
SITP627A08,Desarrollo Brasilia I Sector 2,sitp,4.631279,-74.178456,2000
SITP495A12,Desarrollo Brazuelos I,sitp,4.496995,-74.114286,2000
SITP158A12,Desarrollo Brazuelos I 2,sitp,4.500053,-74.115691,2000
SITP268A09,Desarrollo Chicó Sur,sitp,4.624789,-74.19497,2000
SITP545A09,Desarrollo El Toche,sitp,4.614291,-74.215007,2000
SITP667A09,Desarrollo Gran Colombiano,sitp,4.611956,-74.198833,2000
SITP082A08,Desarrollo Holanda II Sector,sitp,4.63165,-74.187765,2000
SITP083A08,Desarrollo Holanda II Sector 2,sitp,4.630942,-74.189543,2000
SITP105A08,Desarrollo La Magnolia II,sitp,4.626144,-74.19112,2000
SITP390A08,Desarrollo Las Brisas,sitp,4.63793,-74.17179,2000
SITP276A09,Desarrollo Las Margaritas,sitp,4.629027,-74.196011,2000
SITP276B09,Desarrollo Las Margaritas 2,sitp,4.629401,-74.196172,2000
SITP099A03,Desarrollo Los Monarcas,sitp,4.757559,-74.092129,2000
SITP022A04,Desarrollo Luis Carlos Galán,sitp,4.715028,-74.099667,2000
SITP295A11,Desarrollo Marandú,sitp,4.556529,-74.150626,2000
SITP296A11,Desarrollo Marandú 2,sitp,4.556494,-74.150513,2000
SITP188A11,Desarrollo Marandú 3,sitp,4.557585,-74.151053,2000
SITP553A11,Desarrollo Minuto de María,sitp,4.537107,-74.143475,2000
SITP258A09,Desarrollo Recuerdo,sitp,4.623515,-74.197796,2000
SITP263A09,Desarrollo Recuerdo 2,sitp,4.622351,-74.196733,2000
SITP385A12,Desarrollo San Felipe,sitp,4.503919,-74.101573,2000
SITP192A13,Desarrollo San Isidro II Sector,sitp,4.564628,-74.100591,2000
SITP259A09,Desarrollo San Joaquín,sitp,4.623823,-74.198724,2000
SITP465A11,Desarrollo San Luis,sitp,4.558663,-74.14502,2000
SITP464A11,Desarrollo San Luis 2,sitp,4.559046,-74.144881,2000
SITP162A09,Desarrollo San Pablo II Sector,sitp,4.598721,-74.189097,2000
SITP549A12,Desarrollo Tenerife,sitp,4.508069,-74.114615,2000
SITP102A08,Desarrollo Villa Colombia II Sector,sitp,4.627032,-74.189039,2000
SITP100A03,Desarrollo Villa Esperanza,sitp,4.757649,-74.092016,2000
SITP612A08,Desarrollo la Florida IV Sector,sitp,4.620497,-74.18649,2000
SITP137A09,Dg 73H,sitp,4.608529,-74.201379,2000
SITP512A01,Dg 95,sitp,4.666861,-74.02285,2000
SITP264A09,Diamante Sur,sitp,4.622401,-74.196667,2000
SITP251A12,Diana Turbay,sitp,4.548125,-74.111611,2000
SITP393A12,Diana Turbay - Arrayanes,sitp,4.546881,-74.108364,2000
SITP267A12,Diana Turbay 2,sitp,4.548693,-74.109415,2000
SITP515A12,Diana Turbay 3,sitp,4.547773,-74.110572,2000
SITP261A12,Diana Turbay 4,sitp,4.547773,-74.108885,2000
SITP264A12,Diana Turbay 5,sitp,4.54604,-74.106409,2000
SITP266A12,Diana Turbay 6,sitp,4.548742,-74.109476,2000
SITP332A12,Diana Turbay 7,sitp,4.549334,-74.107897,2000
SITP256A12,Diana Turbay Arrayanes,sitp,4.543866,-74.107448,2000
SITP335A12,Diana Turbay Arrayanes 2,sitp,4.546099,-74.103914,2000
SITP248A12,Diana Turbay Arrayanes 3,sitp,4.545185,-74.110001,2000
SITP257A12,Diana Turbay Arrayanes 4,sitp,4.542516,-74.106132,2000
SITP435B12,Diana Turbay Arrayanes 5,sitp,4.547077,-74.108314,2000
SITP547A12,Diana Turbay Arrayanes 6,sitp,4.544491,-74.104982,2000
SITP258A12,Diana Turbay Arrayanes 7,sitp,4.54372,-74.104655,2000
SITP548A12,Diana Turbay Arrayanes 8,sitp,4.544862,-74.105308,2000
SITP435A12,Diana Turbay Arrayanes 9,sitp,4.545721,-74.109239,2000
SITP554A12,Diana Turbay Cultivos,sitp,4.542164,-74.105022,2000
SITP404A12,Diana Turbay Cultivos 2,sitp,4.542099,-74.105028,2000
SITP439A12,Diana Turbay San Agustín,sitp,4.550005,-74.10871,2000
SITP565A08,Dindalito,sitp,4.638295,-74.174025,2000
SITP403A08,Dindalito 2,sitp,4.645829,-74.173694,2000
SITP360A08,Dindalito I Etapa,sitp,4.634665,-74.170412,2000
SITP356A08,Dindalito I Etapa 2,sitp,4.63461,-74.170669,2000
SITP377A00,Dirección de Sanidad,sitp,4.639041,-74.062906,2000
SITP049A05,Distrital Salitre,sitp,4.661543,-74.087423,2000
SITP120A08,Distrito Militar,sitp,4.627134,-74.149543,2000
SITP121A08,Distrito Militar 2,sitp,4.627695,-74.150472,2000
SITP231B01,Divino Maestro,sitp,4.73871,-74.022904,2000
SITP231A01,Divino Maestro 2,sitp,4.737978,-74.022938,2000
SITP538A11,Divino Niño,sitp,4.537902,-74.137311,2000
SITP305A04,Doce de Octubre,sitp,4.67332,-74.0749,2000
SITP526A03,Domingo Faustino Sarmiento,sitp,4.685482,-74.065389,2000
SITP330A11,Domingo Laín I,sitp,4.554282,-74.139043,2000
SITP331A11,Domingo Laín I 2,sitp,4.554549,-74.138584,2000
SITP115A13,Doña Liliana,sitp,4.510991,-74.092086,2000
SITP116A13,Doña Liliana 2,sitp,4.510872,-74.09201,2000
SITP511A12,Duitama,sitp,4.527582,-74.114679,2000
SITP493A00,EAAB,sitp,4.595627,-74.067489,2000
SITP139A06,EAAB 2,sitp,4.628687,-74.091575,2000
SITP531A00,ECCI,sitp,4.638445,-74.070482,2000
SITP8485,EL DORADO,sitp,4.698574,-74.14299,3000
SITP217A07,EL PORVENIR,sitp,4.656052,-74.156931,2000
SITP425A03,EL SALITRE-SUBA,sitp,4.752487,-74.087144,2000
SITP574A11,EL Triunfo Sur,sitp,4.553842,-74.15189,2000
SITP8479,ESTACION DE FUNICULAR,sitp,4.602907,-74.060995,2500
SITP8482,ESTACION DE FUNICULAR 2,sitp,4.603561,-74.054958,2500
SITP8487,ESTACION DE LA SABANA,sitp,4.607095,-74.083357,4000
SITP8480,ESTACION DE TELEFERICO,sitp,4.602787,-74.060776,2500
SITP8481,ESTACION DE TELEFERICO 2,sitp,4.604641,-74.055546,2500
SITP8488,ESTACION DE USAQUEN,sitp,4.69072,-74.037824,2500
SITP249A07,ETB Calle 12,sitp,4.614868,-74.096455,2000
SITP192A03,ETB Tibabuyes,sitp,4.750924,-74.104139,2000
SITP193B03,ETB Tibabuyes 2,sitp,4.75036,-74.103678,2000
SITP193A03,ETB Tibabuyes 3,sitp,4.750267,-74.103496,2000
SITP823A00,Ecopetrol,sitp,4.624862,-74.066147,2000
SITP240A00,Edificio Bavaria,sitp,4.614674,-74.070829,2000
SITP240B00,Edificio Bavaria 2,sitp,4.614854,-74.070681,2000
SITP874A00,Edificio Ugi,sitp,4.626419,-74.066493,2000
SITP874A00,Edificio Ugi 2,sitp,4.627251,-74.067689,2000
SITP371A10,Eduardo Frei,sitp,4.593728,-74.113744,2000
SITP023A10,Eduardo Frei 2,sitp,4.591082,-74.117057,2000
SITP022A10,Eduardo Frei 3,sitp,4.591114,-74.117379,2000
SITP021A10,Eduardo Frei 4,sitp,4.5947,-74.112837,2000
SITP807A00,Eduardo Santos,sitp,4.596463,-74.089727,2000
SITP436A00,Eduardo Santos 10,sitp,4.596983,-74.091456,2000
SITP434A00,Eduardo Santos 2,sitp,4.596124,-74.091826,2000
SITP860A00,Eduardo Santos 3,sitp,4.59893,-74.090321,2000
SITP435A00,Eduardo Santos 4,sitp,4.595948,-74.089095,2000
SITP333A07,Eduardo Santos 5,sitp,4.628564,-74.115032,2000
SITP359A00,Eduardo Santos 6,sitp,4.593421,-74.093451,2000
SITP441A00,Eduardo Santos 7,sitp,4.596633,-74.087788,2000
SITP201A00,Eduardo Santos 8,sitp,4.595137,-74.090057,2000
SITP360A00,Eduardo Santos 9,sitp,4.592766,-74.091169,2000
SITP452A00,Egipto,sitp,4.592556,-74.071983,2000
SITP485A00,Egipto Alto,sitp,4.589111,-74.066487,2000
SITP892A00,Egipto Alto 2,sitp,4.591879,-74.066347,2000
SITP487A00,Egipto Alto 3,sitp,4.591057,-74.066551,2000
SITP362A13,Egipto Alto 4,sitp,4.587383,-74.06834,2000
SITP486A00,Egipto Alto 5,sitp,4.589027,-74.066364,2000
SITP488A00,Egipto Alto 6,sitp,4.591138,-74.066449,2000
SITP464A00,Eje Ambiental,sitp,4.600472,-74.070378,2000
SITP597A08,El Amparo,sitp,4.625961,-74.1656,2000
SITP642A08,El Anhelo,sitp,4.637436,-74.192494,2000
SITP353A08,El Anhelo 2,sitp,4.635756,-74.191565,2000
SITP641A08,El Anhelo 3,sitp,4.637658,-74.192468,2000
SITP474A13,El Balcón,sitp,4.58157,-74.078542,2000
SITP148A02,El Batán,sitp,4.711069,-74.069561,2000
SITP041A02,El Batán 2,sitp,4.708228,-74.064427,2000
SITP326A02,El Batán 3,sitp,4.702627,-74.054965,2000
SITP151A02,El Batán 4,sitp,4.70956,-74.065971,2000
SITP384A12,El Bosque,sitp,4.504858,-74.102127,2000
SITP378A12,El Bosque 2,sitp,4.505302,-74.101943,2000
SITP386A12,El Bosque 3,sitp,4.505367,-74.100338,2000
SITP532A12,El Bosque 4,sitp,4.505389,-74.102656,2000
SITP214A12,El Bosque 5,sitp,4.505732,-74.10039,2000
SITP531A12,El Bosque 6,sitp,4.504945,-74.102486,2000
SITP780A00,El Campín,sitp,4.64986,-74.074818,2000
SITP170A00,El Campín 2,sitp,4.649209,-74.072989,2000
SITP140A10,El Carmen,sitp,4.582159,-74.137785,2000
SITP136A10,El Carmen 2,sitp,4.579997,-74.136967,2000
SITP009A10,El Carmen 3,sitp,4.584298,-74.137739,2000
SITP372A06,El Carmen Fontibón,sitp,4.67507,-74.149571,2000
SITP358A06,El Carmen Fontibón 2,sitp,4.677497,-74.150032,2000
SITP165A06,El Carmen Fontibón 3,sitp,4.676075,-74.148398,2000
SITP167A06,El Carmen Fontibón 4,sitp,4.673229,-74.146379,2000
SITP163A06,El Carmen Fontibón 5,sitp,4.679217,-74.151195,2000
SITP022A03,El Carmen Tuna Baja,sitp,4.756643,-74.095328,2000
SITP124A04,El Cedro,sitp,4.702399,-74.114711,2000
SITP124B04,El Cedro 2,sitp,4.702103,-74.114412,2000
SITP033A11,El Centenario,sitp,4.587158,-74.10751,2000
SITP033B11,El Centenario 2,sitp,4.587321,-74.107661,2000
SITP339A07,El Charco,sitp,4.680992,-74.166335,2000
SITP012A07,El Charco 2,sitp,4.682531,-74.156583,2000
SITP229A07,El Charco 3,sitp,4.686293,-74.160275,2000
SITP230A07,El Charco 4,sitp,4.686609,-74.160109,2000
SITP010A07,El Charco 5,sitp,4.689585,-74.163338,2000
SITP011A07,El Charco I,sitp,4.687904,-74.161156,2000
SITP130A00,El Chicó,sitp,4.672763,-74.049966,2000
SITPBD-036A,El Chicó 2,sitp,4.669271,-74.044993,2000
SITP869A00,El Chicó 3,sitp,4.677577,-74.0554,2000
SITP348A00,El Chicó 4,sitp,4.670222,-74.044516,2000
SITP129A00,El Chicó 5,sitp,4.673774,-74.051913,2000
SITP062B11,El Chircal Sur,sitp,4.568533,-74.145531,2000
SITP062A11,El Chircal Sur 2,sitp,4.568929,-74.146178,2000
SITP300A06,El Chital,sitp,4.685767,-74.145385,2000
SITP153A10,El Claret,sitp,4.580852,-74.131208,2000
SITP049B10,El Claret 2,sitp,4.587312,-74.137025,2000
SITP048A10,El Claret 3,sitp,4.588184,-74.138094,2000
SITP049A10,El Claret 4,sitp,4.588177,-74.137498,2000
SITP048B10,El Claret 5,sitp,4.589061,-74.138533,2000
SITP456A01,El Codito,sitp,4.762391,-74.021574,2000
SITP061A01,El Codito (Codabas),sitp,4.757089,-74.024852,2000
SITP444A13,El Consuelo,sitp,4.581106,-74.069038,2000
SITP304A13,El Consuelo 2,sitp,4.583231,-74.06969,2000
SITP300A13,El Consuelo 3,sitp,4.58185,-74.070327,2000
SITP445A13,El Consuelo 4,sitp,4.58119,-74.068595,2000
SITP303A13,El Consuelo 5,sitp,4.583356,-74.069821,2000
SITP039A01,El Contador,sitp,4.717704,-74.046573,2000
SITP265A01,El Contador 2,sitp,4.72322,-74.04569,2000
SITP266A01,El Contador 3,sitp,4.722304,-74.043472,2000
SITP107A01,El Contador 4,sitp,4.72053,-74.041711,2000
SITP105A01,El Contador 5,sitp,4.718302,-74.042425,2000
SITP282A01,El Contador 6,sitp,4.719905,-74.046679,2000
